время,0.0010276865313746794
жизнь,0.0003840692277110086
место,0.0002795203315003451
часть,0.00026411103007543447
такое,0.00026075584457646925
никто,0.00022311395924720523
право,0.00016456291460730551
дверь,0.00016198370898686128
знать,0.00010756967387033104
число,0.00010575692313926106
мысль,0.00010526475564921422
закон,0.00009695244291729548
любой,0.0000941214547023892
народ,0.00009337466326518567
автор,0.00008627392915273275
книга,0.00008168198031723573
образ,0.000078240714746863
связь,0.00007744252065636586
князь,0.00007511283746346752
конец,0.00007098806512954419
номер,0.0000694628722064095
кровь,0.00006769564769465108
вчера,0.00006452628020429436
месяц,0.0000642718822738293
центр,0.00006418799779314035
война,0.00006328238119792722
совет,0.0000615369188647617
форма,0.00005516947976421285
земля,0.000054107717923190733
выбор,0.0000540612230609151
страх,0.000052108148252449376
честь,0.00005008562174345942
адрес,0.00004856830711643253
роман,0.00004614192106762064
объем,0.000045684301843292506
метод,0.00004563312520669051
семья,0.000041657814482124057
грудь,0.00004141533086011712
выход,0.00003974087005621835
белый,0.000039380470297384606
пункт,0.000037069159032704906
живой,0.000036334378768255924
плечо,0.00003599444966406298
район,0.000035444970798641665
герой,0.00003531423628659026
полка,0.00003501783153958311
орган,0.00003466217813127334
майор,0.00003409326183037291
армия,0.00003370406108740731
рынок,0.00003319481319309394
режим,0.00003315274180035425
прием,0.00003164282114795314
школа,0.000031259690567562416
ничто,0.000030973036826393636
успех,0.00003053162622766436
любое,0.00002950505841433699
замок,0.000029387852615683837
отряд,0.00002859779512608494
тепло,0.00002711745037218693
масло,0.000027110185549956364
точка,0.000027044253252201617
отдел,0.000026880197422186004
музей,0.000026763185352125664
разум,0.000026235726970087673
мужик,0.000024971389597178536
фильм,0.000023956284058926062
завод,0.000023585422956080297
благо,0.00002354164029410408
чужой,0.000023487525440511055
крест,0.000023313686316558278
стиль,0.000022947474699940078
схема,0.000022834595506526464
парня,0.000022674704841256375
отказ,0.00002249343945457902
радио,0.000022265227172242797
толпа,0.00002221427655233242
набор,0.00002221314646887433
палец,0.00002167735775734529
погиб,0.00002120230295966379
юноша,0.000021163363512507947
вклад,0.000020867669103674456
поиск,0.00002067155119154794
обмен,0.00002054708057066422
поезд,0.00002015074415786327
живот,0.00001987790972298196
фронт,0.000019511149208684118
милый,0.00001950950251564519
любая,0.00001936314056377336
товар,0.000019349547274177498
принц,0.000018898159652918247
черта,0.000018494267824997507
хвост,0.00001844154135965299
милая,0.000018390041842062965
белая,0.00001824923344318517
волна,0.00001803587368629811
архив,0.000017965647071402622
метро,0.000017267190918106478
птица,0.000016888386942955296
риска,0.000016854419863015044
пакет,0.0000168295257388383
дурак,0.000016793911965859115
ангел,0.000016494342985169324
длина,0.000016464541069974595
сбора,0.000016238040056874907
ущерб,0.000016027973686065702
строй,0.00001593947200724799
туман,0.000015698183044896746
песня,0.000015689755851109287
такси,0.000015606872301483215
песок,0.000015490861162485755
судья,0.000015414273792126173
округ,0.00001518105685447556
пламя,0.000015130945725134048
гость,0.000015088486875208732
бытие,0.000014837414618920325
сюжет,0.000014552246130296454
замер,0.000014394970801029371
облик,0.000014257358923933026
экран,0.000014144415154321806
живое,0.000013983620422285248
улица,0.000013941484453347957
